"Date","Price","Open","High","Low","Vol.","Change %"
"05/10/2020","11,332.58","11,169.10","11,335.21","11,162.52","781.32M","2.32%"
"02/10/2020","11,075.11","11,082.53","11,244.87","11,033.69","810.86M","-2.22%"
"01/10/2020","11,326.61","11,291.99","11,344.13","11,240.53","843.82M","1.42%"
"30/09/2020","11,167.68","11,092.90","11,277.96","11,092.90","1.02B","0.74%"
"29/09/2020","11,085.42","11,109.00","11,153.23","11,065.63","763.32M","-0.29%"
"28/09/2020","11,117.70","11,084.38","11,120.80","11,019.14","840.42M","1.87%"
"25/09/2020","10,913.73","10,680.46","10,939.55","10,639.98","820.01M","2.26%"
"24/09/2020","10,672.43","10,551.02","10,799.55","10,520.22","923.44M","0.37%"
"23/09/2020","10,633.15","10,950.83","10,962.02","10,612.92","962.40M","-3.02%"
"22/09/2020","10,963.77","10,873.30","10,979.65","10,737.52","845.80M","1.71%"
"21/09/2020","10,778.94","10,610.14","10,782.74","10,519.49","1.02B","-0.13%"
"18/09/2020","10,793.28","10,973.45","10,977.68","10,639.95","2.41B","-1.07%"
"17/09/2020","10,910.28","10,796.05","10,974.45","10,783.81","936.99M","-1.27%"
"16/09/2020","11,050.47","11,222.08","11,245.42","11,046.43","923.76M","-1.25%"
"15/09/2020","11,190.32","11,193.96","11,244.46","11,127.98","828.01M","1.21%"
"14/09/2020","11,056.65","11,010.14","11,118.28","10,982.26","882.03M","1.87%"
"11/09/2020","10,853.55","11,010.07","11,033.05","10,728.03","817.03M","-0.60%"
"10/09/2020","10,919.59","11,235.53","11,299.53","10,875.02","898.02M","-1.99%"
"09/09/2020","11,141.56","11,064.76","11,217.69","10,970.45","861.84M","2.71%"
"08/09/2020","10,847.69","10,900.69","11,131.50","10,837.20","984.13M","-4.11%"
"04/09/2020","11,313.13","11,396.24","11,531.18","10,875.87","1.02B","-1.27%"
"03/09/2020","11,458.10","11,861.90","11,894.40","11,361.35","1.05B","-4.96%"
"02/09/2020","12,056.44","12,047.26","12,074.07","11,836.18","903.54M","0.98%"
"01/09/2020","11,939.67","11,850.96","11,945.72","11,794.78","812.61M","1.39%"
"31/08/2020","11,775.46","11,718.81","11,829.84","11,697.42","940.53M","0.68%"
"28/08/2020","11,695.63","11,689.28","11,708.77","11,634.77","694.25M","0.60%"
"27/08/2020","11,625.34","11,688.19","11,730.01","11,551.01","773.52M","-0.34%"
"26/08/2020","11,665.06","11,516.62","11,672.05","11,507.46","738.61M","1.73%"
"25/08/2020","11,466.47","11,370.23","11,468.26","11,343.04","719.87M","0.76%"
"24/08/2020","11,379.72","11,449.25","11,462.05","11,297.53","837.05M","0.60%"
"21/08/2020","11,311.80","11,258.44","11,326.22","11,245.44","879.96M","0.42%"
"20/08/2020","11,264.95","11,096.40","11,283.62","11,090.03","830.32M","1.06%"
"19/08/2020","11,146.46","11,214.80","11,257.42","11,132.10","752.24M","-0.57%"
"18/08/2020","11,210.84","11,170.75","11,230.61","11,103.83","736.48M","0.73%"
"17/08/2020","11,129.73","11,083.25","11,144.53","11,080.30","741.24M","1.00%"
"14/08/2020","11,019.30","11,042.24","11,058.44","10,972.06","729.02M","-0.21%"
"13/08/2020","11,042.50","11,026.86","11,124.85","11,007.50","750.92M","0.27%"
"12/08/2020","11,012.24","10,878.11","11,036.72","10,877.16","811.57M","2.13%"
"11/08/2020","10,782.82","10,942.66","10,989.42","10,762.71","969.23M","-1.69%"
"10/08/2020","10,968.36","11,033.73","11,040.24","10,849.46","894.84M","-0.39%"
"07/08/2020","11,010.98","11,072.53","11,126.04","10,920.37","891.08M","-0.87%"
"06/08/2020","11,108.07","10,989.98","11,121.19","10,963.41","876.41M","1.00%"
"05/08/2020","10,998.40","10,967.87","11,002.11","10,943.72","887.01M","0.52%"
"04/08/2020","10,941.17","10,897.89","10,941.91","10,852.90","886.04M","0.35%"
"03/08/2020","10,902.80","10,848.64","10,927.56","10,831.15","904.39M","1.47%"
"31/07/2020","10,745.27","10,741.47","10,747.80","10,557.70","1.09B","1.49%"
"30/07/2020","10,587.81","10,450.12","10,609.59","10,412.09","897.26M","0.43%"
"29/07/2020","10,542.94","10,474.70","10,567.91","10,464.00","878.49M","1.35%"
"28/07/2020","10,402.09","10,509.20","10,523.64","10,397.87","811.00M","-1.27%"
"27/07/2020","10,536.27","10,421.70","10,546.43","10,399.86","912.98M","1.67%"
"24/07/2020","10,363.18","10,294.41","10,418.75","10,217.31","909.49M","-0.94%"
"23/07/2020","10,461.42","10,689.50","10,728.12","10,407.87","990.59M","-2.29%"
"22/07/2020","10,706.13","10,687.58","10,745.32","10,627.45","841.40M","0.24%"
"21/07/2020","10,680.36","10,837.88","10,839.93","10,650.46","1.06B","-0.81%"
"20/07/2020","10,767.09","10,526.02","10,783.80","10,488.04","937.33M","2.51%"
"17/07/2020","10,503.19","10,500.52","10,532.62","10,421.20","951.84M","0.28%"
"16/07/2020","10,473.83","10,443.87","10,499.79","10,364.39","873.49M","-0.73%"
"15/07/2020","10,550.49","10,576.72","10,604.67","10,420.54","1.04B","0.59%"
"14/07/2020","10,488.58","10,310.25","10,497.83","10,182.46","974.17M","0.94%"
"13/07/2020","10,390.84","10,729.92","10,824.78","10,368.04","1.08B","-2.13%"
"10/07/2020","10,617.44","10,545.91","10,622.35","10,447.01","781.92M","0.66%"
"09/07/2020","10,547.75","10,563.72","10,578.10","10,379.91","901.21M","0.53%"
"08/07/2020","10,492.50","10,409.35","10,494.64","10,350.96","901.93M","1.44%"
"07/07/2020","10,343.89","10,412.46","10,518.98","10,337.98","946.99M","-0.86%"
"06/07/2020","10,433.65","10,360.38","10,462.05","10,354.98","1.04B","2.21%"
"02/07/2020","10,207.63","10,268.67","10,310.36","10,194.06","887.00M","0.52%"
"01/07/2020","10,154.63","10,063.67","10,197.19","10,048.04","972.05M","0.95%"
"30/06/2020","10,058.76","9,875.28","10,085.59","9,863.67","1.10B","1.87%"
"29/06/2020","9,874.15","9,771.72","9,877.34","9,663.61","977.01M","1.20%"
"26/06/2020","9,757.22","9,995.12","10,000.67","9,749.07","2.67B","-2.59%"
"25/06/2020","10,017.00","9,899.36","10,023.28","9,810.47","1.06B","1.09%"
"24/06/2020","9,909.17","10,092.92","10,137.50","9,842.22","1.26B","-2.19%"
"23/06/2020","10,131.37","10,130.83","10,221.85","10,112.44","1.18B","0.74%"
"22/06/2020","10,056.48","9,945.49","10,059.61","9,916.60","1.06B","1.11%"
"19/06/2020","9,946.12","10,042.13","10,053.91","9,872.94","2.39B","0.03%"
"18/06/2020","9,943.05","9,892.48","9,959.20","9,885.66","1.03B","0.33%"
"17/06/2020","9,910.53","9,943.31","9,991.21","9,891.81","1.01B","0.15%"
"16/06/2020","9,895.87","9,949.78","9,963.63","9,748.38","1.09B","1.75%"
"15/06/2020","9,726.02","9,426.90","9,756.07","9,403.00","1.08B","1.43%"
"12/06/2020","9,588.81","9,715.87","9,768.64","9,413.62","1.04B","1.01%"
"11/06/2020","9,492.73","9,791.24","9,868.08","9,491.31","1.25B","-5.27%"
"10/06/2020","10,020.35","10,012.32","10,086.89","9,962.58","1.11B","0.67%"
"09/06/2020","9,953.75","9,867.19","10,002.50","9,863.27","1.12B","0.29%"
"08/06/2020","9,924.75","9,823.44","9,927.12","9,780.61","1.34B","1.13%"
"05/06/2020","9,814.08","9,703.54","9,845.69","9,685.35","1.44B","2.06%"
"04/06/2020","9,615.81","9,649.65","9,716.14","9,560.41","1.29B","-0.69%"
"03/06/2020","9,682.91","9,651.86","9,707.78","9,627.17","1.01B","0.78%"
"02/06/2020","9,608.38","9,566.53","9,611.22","9,472.08","908.58M","0.59%"
"01/06/2020","9,552.05","9,471.42","9,571.28","9,462.32","878.99M","0.66%"
"29/05/2020","9,489.87","9,382.35","9,505.55","9,324.73","1.45B","1.29%"
"28/05/2020","9,368.99","9,392.99","9,523.64","9,345.28","877.39M","-0.46%"
"27/05/2020","9,412.36","9,346.12","9,414.62","9,144.28","951.52M","0.77%"
"26/05/2020","9,340.22","9,501.21","9,501.21","9,333.16","967.90M","0.17%"
"22/05/2020","9,324.59","9,278.55","9,328.28","9,239.41","746.03M","0.43%"
"21/05/2020","9,284.88","9,375.19","9,405.25","9,254.85","785.34M","-0.97%"
"20/05/2020","9,375.78","9,305.62","9,392.82","9,304.20","938.19M","2.08%"
"19/05/2020","9,185.10","9,227.46","9,317.25","9,183.25","869.45M","-0.54%"
"18/05/2020","9,234.83","9,177.15","9,267.22","9,154.35","968.79M","2.44%"
"15/05/2020","9,014.56","8,839.99","9,018.40","8,821.38","1.03B","0.79%"
"14/05/2020","8,943.72","8,788.04","8,945.71","8,705.25","883.25M","0.91%"
"13/05/2020","8,863.17","9,006.05","9,074.16","8,752.68","952.96M","-1.55%"
"12/05/2020","9,002.55","9,225.15","9,250.96","9,000.07","922.43M","-2.06%"
"11/05/2020","9,192.34","9,054.91","9,241.92","9,053.17","878.43M","0.78%"
"08/05/2020","9,121.32","9,056.89","9,125.98","9,018.21","824.61M","1.58%"
"07/05/2020","8,979.66","8,973.78","9,015.99","8,932.85","831.29M","1.41%"
"06/05/2020","8,854.39","8,874.70","8,933.25","8,819.37","782.81M","0.51%"
"05/05/2020","8,809.12","8,809.66","8,909.96","8,781.31","834.18M","1.13%"
"04/05/2020","8,710.72","8,555.32","8,715.82","8,537.83","806.28M","1.23%"
"01/05/2020","8,604.95","8,681.29","8,754.46","8,566.84","868.79M","-3.20%"
"30/04/2020","8,889.55","8,911.01","8,926.11","8,825.83","1.13B","-0.28%"
"29/04/2020","8,914.71","8,802.70","8,957.26","8,765.01","1.03B","3.57%"
"28/04/2020","8,607.73","8,825.68","8,830.57","8,600.70","846.78M","-1.40%"
"27/04/2020","8,730.16","8,717.98","8,754.57","8,697.37","807.92M","1.11%"
"24/04/2020","8,634.52","8,530.08","8,642.93","8,464.42","797.88M","1.65%"
"23/04/2020","8,494.75","8,528.84","8,635.23","8,475.20","854.52M","-0.01%"
"22/04/2020","8,495.38","8,434.55","8,537.31","8,404.54","733.43M","2.81%"
"21/04/2020","8,263.23","8,460.69","8,480.29","8,215.69","881.56M","-3.48%"
"20/04/2020","8,560.73","8,553.38","8,684.91","8,553.38","876.31M","-1.03%"
"17/04/2020","8,650.14","8,667.48","8,670.30","8,531.69","1.06B","1.38%"
"16/04/2020","8,532.36","8,479.11","8,560.16","8,393.27","919.56M","1.66%"
"15/04/2020","8,393.18","8,355.96","8,464.66","8,308.79","794.06M","-1.44%"
"14/04/2020","8,515.74","8,353.21","8,531.11","8,338.08","849.82M","3.95%"
"13/04/2020","8,192.42","8,127.69","8,200.44","8,035.95","761.87M","0.48%"
"09/04/2020","8,153.57","8,169.01","8,227.91","8,072.32","925.80M","0.77%"
"08/04/2020","8,090.90","7,975.72","8,114.43","7,901.94","838.25M","2.58%"
"07/04/2020","7,887.26","8,129.99","8,146.43","7,881.22","1.00B","-0.33%"
"06/04/2020","7,913.24","7,660.17","7,938.33","7,617.79","980.15M","7.33%"
"03/04/2020","7,373.08","7,477.27","7,518.72","7,288.11","836.10M","-1.53%"
"02/04/2020","7,487.31","7,317.45","7,501.70","7,307.95","912.99M","1.72%"
"01/04/2020","7,360.58","7,459.50","7,566.37","7,301.98","914.11M","-4.41%"
"31/03/2020","7,700.10","7,740.06","7,880.31","7,642.86","1.10B","-0.95%"
"30/03/2020","7,774.15","7,583.46","7,784.35","7,539.97","926.45M","3.62%"
"27/03/2020","7,502.38","7,554.25","7,716.24","7,491.14","1.00B","-3.79%"
"26/03/2020","7,797.54","7,462.21","7,809.82","7,462.21","1.01B","5.60%"
"25/03/2020","7,384.30","7,421.36","7,671.21","7,276.40","1.19B","-0.45%"
"24/03/2020","7,417.86","7,196.15","7,418.37","7,169.86","1.15B","8.12%"
"23/03/2020","6,860.67","6,847.28","6,984.94","6,631.42","1.08B","-0.27%"
"20/03/2020","6,879.52","7,248.07","7,354.44","6,854.67","1.64B","-3.79%"
"19/03/2020","7,150.58","6,996.45","7,341.38","6,858.38","1.19B","2.30%"
"18/03/2020","6,989.84","6,902.32","7,182.83","6,686.36","1.26B","-4.70%"
"17/03/2020","7,334.78","6,904.59","7,406.23","6,828.91","1.29B","6.23%"
"16/03/2020","6,904.59","7,392.73","7,422.20","6,882.86","1.27B","-12.32%"
"13/03/2020","7,874.88","7,610.39","7,875.93","7,219.09","1.25B","9.35%"
"12/03/2020","7,201.80","7,398.58","7,712.33","7,194.67","1.34B","-9.43%"
"11/03/2020","7,952.05","8,136.25","8,181.36","7,850.94","1.06B","-4.70%"
"10/03/2020","8,344.25","8,219.76","8,347.40","7,930.43","1.12B","4.95%"
"09/03/2020","7,950.68","7,957.93","8,243.31","7,943.16","1.20B","-7.29%"
"06/03/2020","8,575.62","8,469.01","8,612.36","8,375.13","1.05B","-1.86%"
"05/03/2020","8,738.59","8,790.09","8,921.08","8,677.39","901.11M","-3.10%"
"04/03/2020","9,018.09","8,834.10","9,019.96","8,757.66","878.06M","3.85%"
"03/03/2020","8,684.09","8,965.10","9,070.32","8,602.89","1.10B","-2.99%"
"02/03/2020","8,952.17","8,667.14","8,952.81","8,543.35","1.10B","4.49%"
"28/02/2020","8,567.37","8,269.74","8,591.82","8,264.16","1.44B","0.01%"
"27/02/2020","8,566.48","8,744.03","8,904.11","8,562.05","1.15B","-4.61%"
"26/02/2020","8,980.77","9,011.55","9,148.32","8,927.80","870.35M","0.17%"
"25/02/2020","8,965.61","9,301.20","9,315.26","8,940.49","871.82M","-2.77%"
"24/02/2020","9,221.28","9,188.44","9,322.88","9,166.01","795.20M","-3.71%"
"21/02/2020","9,576.59","9,708.01","9,715.95","9,542.33","699.67M","-1.79%"
"20/02/2020","9,750.97","9,799.20","9,820.86","9,636.94","646.92M","-0.67%"
"19/02/2020","9,817.18","9,782.81","9,838.37","9,777.10","580.07M","0.87%"
"18/02/2020","9,732.74","9,679.04","9,747.68","9,675.80","555.31M","0.02%"
"14/02/2020","9,731.18","9,728.90","9,746.36","9,693.05","536.34M","0.20%"
"13/02/2020","9,711.97","9,657.04","9,748.32","9,650.02","545.84M","-0.14%"
"12/02/2020","9,725.96","9,688.60","9,728.77","9,666.68","589.71M","0.90%"
"11/02/2020","9,638.94","9,680.89","9,714.74","9,617.21","567.80M","0.11%"
"10/02/2020","9,628.39","9,493.63","9,628.66","9,493.63","546.60M","1.13%"
"07/02/2020","9,520.51","9,526.64","9,570.09","9,496.53","549.79M","-0.54%"
"06/02/2020","9,572.15","9,540.98","9,575.66","9,505.68","582.67M","0.67%"
"05/02/2020","9,508.68","9,574.10","9,574.93","9,454.93","625.91M","0.43%"
"04/02/2020","9,467.97","9,398.39","9,485.38","9,374.05","607.83M","2.10%"
"03/02/2020","9,273.40","9,190.72","9,299.85","9,188.55","623.27M","1.34%"
"31/01/2020","9,150.94","9,324.33","9,324.80","9,123.22","695.77M","-1.59%"
"30/01/2020","9,298.93","9,211.15","9,303.00","9,185.18","573.68M","0.26%"
"29/01/2020","9,275.16","9,318.26","9,329.11","9,249.04","548.87M","0.06%"
"28/01/2020","9,269.68","9,201.82","9,288.87","9,182.33","530.77M","1.43%"
"27/01/2020","9,139.31","9,092.46","9,185.45","9,088.04","686.78M","-1.89%"
"24/01/2020","9,314.91","9,446.20","9,451.43","9,273.23","629.46M","-0.93%"
"23/01/2020","9,402.48","9,377.72","9,409.20","9,334.13","611.04M","0.20%"
"22/01/2020","9,383.77","9,413.61","9,439.29","9,375.13","580.34M","0.14%"
"21/01/2020","9,370.81","9,361.07","9,397.58","9,350.20","691.60M","-0.19%"
"17/01/2020","9,388.94","9,392.37","9,393.48","9,346.81","659.47M","0.34%"
"16/01/2020","9,357.13","9,313.44","9,357.92","9,301.32","567.15M","1.06%"
"15/01/2020","9,258.69","9,253.76","9,298.82","9,231.14","584.77M","0.08%"
"14/01/2020","9,251.33","9,270.61","9,298.33","9,226.49","624.22M","-0.24%"
"13/01/2020","9,273.93","9,213.72","9,274.49","9,193.06","605.16M","1.04%"
"10/01/2020","9,178.86","9,232.94","9,235.20","9,164.66","585.08M","-0.27%"
"09/01/2020","9,203.43","9,202.27","9,215.95","9,158.50","601.33M","0.81%"
"08/01/2020","9,129.24","9,068.03","9,168.89","9,059.38","595.81M","0.67%"
"07/01/2020","9,068.58","9,076.65","9,091.93","9,042.55","552.23M","-0.03%"
"06/01/2020","9,071.47","8,943.50","9,072.41","8,943.50","690.23M","0.56%"
"03/01/2020","9,020.77","8,976.43","9,065.76","8,976.43","618.55M","-0.79%"
"02/01/2020","9,092.19","9,039.46","9,093.43","9,010.89","654.95M","1.33%"
"31/12/2019","8,972.60","8,918.74","8,975.35","8,912.77","554.99M","0.30%"
"30/12/2019","8,945.99","9,004.45","9,006.36","8,909.19","483.98M","-0.67%"
"27/12/2019","9,006.62","9,049.47","9,052.00","8,987.32","443.17M","-0.17%"
"26/12/2019","9,022.39","8,970.21","9,022.46","8,968.45","394.33M","0.78%"
"24/12/2019","8,952.88","8,955.01","8,957.12","8,934.36","248.97M","0.08%"
"23/12/2019","8,945.65","8,950.20","8,956.64","8,934.55","510.23M","0.23%"
"20/12/2019","8,924.95","8,911.84","8,931.91","8,901.87","1.60B","0.42%"
"19/12/2019","8,887.22","8,838.97","8,888.13","8,838.97","629.57M","0.67%"
"18/12/2019","8,827.74","8,834.65","8,848.76","8,820.42","680.42M","0.05%"
"17/12/2019","8,823.36","8,829.47","8,831.99","8,804.60","594.89M","0.10%"
"16/12/2019","8,814.23","8,791.31","8,833.45","8,789.77","632.71M","0.91%"
"13/12/2019","8,734.88","8,713.91","8,768.87","8,697.58","543.98M","0.20%"
"12/12/2019","8,717.32","8,645.36","8,745.82","8,633.60","588.22M","0.73%"
"11/12/2019","8,654.05","8,631.12","8,658.48","8,622.35","486.22M","0.44%"
"10/12/2019","8,616.18","8,623.56","8,650.76","8,600.82","515.36M","-0.07%"
"09/12/2019","8,621.83","8,650.86","8,678.85","8,619.77","547.63M","-0.40%"
"06/12/2019","8,656.53","8,634.25","8,665.44","8,630.58","527.65M","1.00%"
"05/12/2019","8,570.70","8,587.93","8,588.89","8,541.92","536.69M","0.05%"
"04/12/2019","8,566.67","8,557.44","8,584.88","8,552.38","571.97M","0.54%"
"03/12/2019","8,520.64","8,460.72","8,523.98","8,435.40","599.92M","-0.55%"
"02/12/2019","8,567.99","8,672.84","8,672.84","8,540.16","559.26M","-1.12%"
"29/11/2019","8,665.47","8,682.01","8,697.33","8,664.03","303.12M","-0.46%"
"27/11/2019","8,705.17","8,669.59","8,705.91","8,662.58","436.37M","0.66%"
"26/11/2019","8,647.93","8,635.40","8,659.73","8,625.62","739.47M","0.18%"
"25/11/2019","8,632.49","8,559.65","8,633.15","8,559.65","575.98M","1.32%"
"22/11/2019","8,519.89","8,530.54","8,535.46","8,477.49","459.67M","0.16%"
"21/11/2019","8,506.21","8,527.87","8,530.73","8,487.29","520.65M","-0.24%"
"20/11/2019","8,526.73","8,543.57","8,578.27","8,468.63","771.51M","-0.51%"
"19/11/2019","8,570.66","8,578.02","8,589.76","8,536.73","533.69M","0.24%"
"18/11/2019","8,549.94","8,529.16","8,559.78","8,503.62","523.43M","0.11%"
"15/11/2019","8,540.83","8,524.48","8,540.83","8,506.80","588.62M","0.73%"
"14/11/2019","8,479.02","8,461.06","8,485.36","8,441.58","499.40M","-0.04%"
"13/11/2019","8,482.10","8,455.02","8,496.90","8,451.34","521.49M","-0.05%"
"12/11/2019","8,486.09","8,471.07","8,514.84","8,462.99","491.23M","0.26%"
"11/11/2019","8,464.28","8,431.26","8,467.29","8,425.49","435.56M","-0.13%"
"08/11/2019","8,475.31","8,422.67","8,475.57","8,405.89","508.33M","0.48%"
"07/11/2019","8,434.52","8,455.11","8,483.16","8,415.87","618.39M","0.28%"
"06/11/2019","8,410.63","8,426.57","8,426.57","8,379.33","584.19M","-0.29%"
"05/11/2019","8,434.68","8,446.62","8,457.39","8,421.05","559.52M","0.02%"
"04/11/2019","8,433.20","8,445.50","8,451.37","8,421.30","555.69M","0.56%"
"01/11/2019","8,386.40","8,335.05","8,386.75","8,326.56","519.42M","1.13%"
"31/10/2019","8,292.36","8,314.38","8,321.80","8,248.81","608.63M","-0.14%"
"30/10/2019","8,303.98","8,284.28","8,315.50","8,241.70","484.37M","0.33%"
"29/10/2019","8,276.85","8,313.35","8,319.29","8,275.14","468.38M","-0.59%"
"28/10/2019","8,325.99","8,285.77","8,335.56","8,285.27","488.91M","1.01%"
"25/10/2019","8,243.12","8,150.59","8,249.97","8,150.59","475.98M","0.70%"
"24/10/2019","8,185.80","8,180.04","8,187.84","8,137.66","468.72M","0.81%"
"23/10/2019","8,119.79","8,090.24","8,122.89","8,078.35","457.42M","0.19%"
"22/10/2019","8,104.30","8,188.12","8,194.62","8,101.98","463.31M","-0.72%"
"21/10/2019","8,162.99","8,137.42","8,164.14","8,117.26","482.28M","0.91%"
"18/10/2019","8,089.54","8,149.85","8,157.36","8,045.38","559.75M","-0.83%"
"17/10/2019","8,156.85","8,176.91","8,183.64","8,131.25","488.85M","0.40%"
"16/10/2019","8,124.18","8,119.81","8,146.15","8,103.38","470.30M","-0.30%"
"15/10/2019","8,148.71","8,074.85","8,166.18","8,071.81","447.40M","1.24%"
"14/10/2019","8,048.65","8,044.35","8,069.85","8,036.41","380.78M","-0.10%"
"11/10/2019","8,057.04","8,047.34","8,115.80","8,046.80","549.19M","1.34%"
"10/10/2019","7,950.77","7,904.56","7,982.85","7,899.81","451.97M","0.60%"
"09/10/2019","7,903.73","7,895.96","7,930.91","7,873.52","391.06M","1.02%"
"08/10/2019","7,823.76","7,898.27","7,921.88","7,823.73","478.69M","-1.67%"
"07/10/2019","7,956.28","7,956.41","8,013.31","7,942.08","477.67M","-0.33%"
"04/10/2019","7,982.46","7,908.44","7,986.62","7,899.39","443.55M","1.40%"
"03/10/2019","7,872.25","7,787.02","7,872.27","7,700.00","518.32M","1.12%"
"02/10/2019","7,785.23","7,851.13","7,852.70","7,744.95","629.68M","-1.56%"
"01/10/2019","7,908.67","8,026.83","8,062.50","7,906.29","541.53M","-1.13%"
"30/09/2019","7,999.33","7,964.09","8,012.16","7,949.63","510.05M","0.75%"
"27/09/2019","7,939.63","8,047.11","8,051.83","7,890.28","527.85M","-1.13%"
"26/09/2019","8,030.66","8,070.12","8,072.11","7,991.02","472.49M","-0.58%"
"25/09/2019","8,077.38","7,990.66","8,095.00","7,935.57","532.51M","1.05%"
"24/09/2019","7,993.63","8,147.23","8,158.84","7,969.65","608.62M","-1.46%"
"23/09/2019","8,112.46","8,106.49","8,135.81","8,085.34","473.44M","-0.06%"
"20/09/2019","8,117.67","8,184.88","8,202.82","8,086.16","1.52B","-0.80%"
"19/09/2019","8,182.88","8,193.59","8,237.43","8,174.32","492.92M","0.07%"
"18/09/2019","8,177.39","8,174.62","8,179.87","8,086.22","542.24M","-0.11%"
"17/09/2019","8,186.02","8,148.65","8,188.23","8,139.82","471.62M","0.40%"
"16/09/2019","8,153.54","8,121.64","8,165.32","8,121.25","483.84M","-0.28%"
"13/09/2019","8,176.71","8,190.57","8,210.20","8,165.47","495.64M","-0.22%"
"12/09/2019","8,194.47","8,206.58","8,243.80","8,176.73","557.77M","0.30%"
"11/09/2019","8,169.68","8,091.68","8,169.68","8,081.56","595.76M","1.06%"
"10/09/2019","8,084.15","8,049.98","8,086.53","8,001.69","609.35M","-0.04%"
"09/09/2019","8,087.44","8,130.91","8,131.65","8,052.35","573.75M","-0.19%"
"06/09/2019","8,103.07","8,125.58","8,134.39","8,098.52","478.40M","-0.17%"
"05/09/2019","8,116.83","8,061.29","8,134.42","8,061.29","542.83M","1.75%"
"04/09/2019","7,976.88","7,949.81","7,981.41","7,928.94","509.99M","1.30%"
"03/09/2019","7,874.16","7,906.44","7,940.37","7,847.32","512.49M","-1.11%"
"30/08/2019","7,962.88","8,015.16","8,017.91","7,914.74","467.01M","-0.13%"
"29/08/2019","7,973.39","7,945.78","7,992.29","7,925.83","434.25M","1.48%"
"28/08/2019","7,856.88","7,798.35","7,866.87","7,766.67","420.87M","0.38%"
"27/08/2019","7,826.95","7,908.78","7,916.83","7,795.18","532.80M","-0.34%"
"26/08/2019","7,853.73","7,829.58","7,856.04","7,789.05","446.37M","1.32%"
"23/08/2019","7,751.77","7,943.65","8,005.34","7,730.77","598.42M","-3.00%"
"22/08/2019","7,991.39","8,038.79","8,048.58","7,937.12","456.70M","-0.36%"
"21/08/2019","8,020.21","8,017.07","8,036.94","7,998.50","428.16M","0.90%"
"20/08/2019","7,948.56","7,989.36","8,010.58","7,948.09","452.71M","-0.68%"
"19/08/2019","8,002.81","8,006.18","8,026.75","7,974.36","500.92M","1.35%"
"16/08/2019","7,895.99","7,828.35","7,907.52","7,828.35","543.84M","1.67%"
"15/08/2019","7,766.62","7,790.20","7,805.93","7,716.55","539.47M","-0.09%"
"14/08/2019","7,773.94","7,877.33","7,900.28","7,762.87","637.26M","-3.02%"
"13/08/2019","8,016.36","7,863.41","8,065.24","7,851.58","604.20M","1.95%"
"12/08/2019","7,863.41","7,907.49","7,924.99","7,833.79","536.97M","-1.20%"
"09/08/2019","7,959.14","7,997.19","8,020.56","7,910.35","568.09M","-1.00%"
"08/08/2019","8,039.16","7,921.59","8,041.12","7,896.15","659.54M","2.24%"
"07/08/2019","7,862.83","7,747.27","7,881.38","7,702.42","615.18M","0.38%"
"06/08/2019","7,833.27","7,804.51","7,845.01","7,739.57","564.77M","1.39%"
"05/08/2019","7,726.04","7,823.33","7,836.45","7,662.90","699.01M","-3.47%"
"02/08/2019","8,004.07","8,056.42","8,068.80","7,953.67","584.30M","-1.32%"
"01/08/2019","8,111.12","8,190.56","8,311.04","8,080.52","703.64M","-0.79%"
"31/07/2019","8,175.42","8,290.80","8,299.83","8,110.02","758.73M","-1.19%"
"30/07/2019","8,273.61","8,231.77","8,295.46","8,228.02","510.52M","-0.24%"
"29/07/2019","8,293.33","8,325.10","8,325.28","8,247.37","511.48M","-0.44%"
"26/07/2019","8,330.21","8,294.30","8,339.64","8,291.12","529.37M","1.11%"
"25/07/2019","8,238.54","8,294.68","8,295.95","8,233.40","535.59M","-1.00%"
"24/07/2019","8,321.50","8,227.36","8,321.81","8,226.50","528.51M","0.85%"
"23/07/2019","8,251.40","8,242.50","8,251.83","8,193.89","474.75M","0.58%"
"22/07/2019","8,204.14","8,171.99","8,218.42","8,171.54","491.48M","0.71%"
"19/07/2019","8,146.49","8,241.34","8,245.78","8,144.63","520.02M","-0.74%"
"18/07/2019","8,207.24","8,151.76","8,215.58","8,135.12","487.19M","0.27%"
"17/07/2019","8,185.21","8,224.00","8,230.67","8,184.66","473.28M","-0.46%"
"16/07/2019","8,222.80","8,251.66","8,259.75","8,204.23","473.99M","-0.43%"
"15/07/2019","8,258.18","8,263.18","8,264.78","8,236.27","470.85M","0.17%"
"12/07/2019","8,244.14","8,209.20","8,245.66","8,201.52","500.70M","0.59%"
"11/07/2019","8,196.04","8,219.28","8,226.18","8,171.63","483.49M","-0.08%"
"10/07/2019","8,202.53","8,183.19","8,228.60","8,160.56","508.18M","0.75%"
"09/07/2019","8,141.73","8,061.41","8,146.98","8,061.32","468.36M","0.54%"
"08/07/2019","8,098.38","8,112.91","8,112.91","8,078.39","511.73M","-0.78%"
"05/07/2019","8,161.79","8,123.28","8,171.97","8,093.66","425.69M","-0.10%"
"03/07/2019","8,170.23","8,129.57","8,170.23","8,122.34","408.20M","0.75%"
"02/07/2019","8,109.09","8,086.65","8,109.37","8,063.10","488.38M","0.22%"
"01/07/2019","8,091.16","8,145.85","8,150.45","8,059.29","583.42M","1.06%"
"28/06/2019","8,006.24","7,988.76","8,010.15","7,961.46","1.76B","0.48%"
"27/06/2019","7,967.76","7,939.36","7,976.58","7,935.47","523.93M","0.73%"
